Body_Type,Sex,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_efficiency,Recycling,Cooking_With,CarbonEmission
normal,female,vegetarian,daily,electricity,walk/bicycle,No Vehicle,often,214,never,4.48863636973214,large,5,12,39,21,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1378
normal,female,pescatarian,less frequently,electricity,walk/bicycle,No Vehicle,sometimes,214,very frequently,3.713572066704308,extra large,2,21,43,2,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2135
normal,male,pescatarian,more frequently,wood,walk/bicycle,No Vehicle,never,66,never,4.04305126783455,small,6,11,49,20,No,"['Paper', 'Glass']",['Oven'],1464
overweight,female,vegan,less frequently,coal,walk/bicycle,No Vehicle,sometimes,123,very frequently,2.70805020110221,extra large,6,22,2,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2816
normal,male,vegan,less frequently,wood,public,No Vehicle,sometimes,105,very frequently,4.6913478822291435,medium,1,17,19,11,No,"['Paper', 'Plastic']",['Stove'],2210
obese,female,omnivore,less frequently,natural gas,private,electric,often,125,never,8.550434525196039,small,3,1,40,17,No,"['Paper', 'Plastic']","['Stove', 'Oven']",1552
normal,male,vegan,more frequently,coal,private,petrol,never,280,frequently,6.511745329644728,small,3,24,34,18,No,"['Paper', 'Plastic', 'Metal']",['Stove'],2406
obese,female,vegan,less frequently,natural gas,walk/bicycle,No Vehicle,sometimes,238,very frequently,4.553876891600541,extra large,3,17,21,22,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3004
obese,female,vegetarian,daily,wood,private,petrol,sometimes,270,rarely,8.043984431221553,large,3,14,5,10,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2540
normal,female,vegetarian,twice a day,natural gas,private,lpg,never,80,rarely,8.730589391275567,extra large,2,5,8,5,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2424
overweight,female,vegan,more frequently,coal,private,diesel,sometimes,276,rarely,8.730589391275567,extra large,6,6,14,20,Yes,"['Paper', 'Plastic']",['Oven'],4000
normal,female,omnivore,less frequently,natural gas,public,No Vehicle,often,210,never,6.748759547491679,extra large,1,16,32,10,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1288
obese,male,vegetarian,less frequently,natural gas,public,No Vehicle,never,270,rarely,7.422971251049421,medium,6,16,50,14,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2317
normal,female,vegetarian,more frequently,coal,public,No Vehicle,often,152,very frequently,7.355641102974253,large,7,9,17,15,Yes,"['Plastic', 'Glass', 'Metal']",[],2730
normal,female,vegan,more frequently,wood,walk/bicycle,No Vehicle,often,247,rarely,4.31748811353631,small,7,3,17,22,Yes,['Glass'],['Stove'],1371
normal,female,omnivore,daily,natural gas,private,petrol,sometimes,145,rarely,7.9676267393338165,small,4,3,33,21,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2349
normal,male,vegan,twice a day,natural gas,private,petrol,never,260,rarely,8.730589391275567,large,7,7,27,0,Sometimes,"['Plastic', 'Metal']",['Oven'],4536
overweight,female,vegetarian,twice a day,wood,public,No Vehicle,often,283,very frequently,5.43372200355424,extra large,3,2,40,17,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2987
normal,female,vegetarian,more frequently,wood,public,No Vehicle,sometimes,277,never,7.0587581525186645,medium,4,1,20,7,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",1039
normal,male,pescatarian,less frequently,wood,public,No Vehicle,never,203,never,4.276666119016055,medium,2,10,24,12,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1036
obese,female,omnivore,twice a day,natural gas,private,diesel,never,213,frequently,8.730589391275567,extra large,4,13,1,0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",3620
normal,male,vegan,more frequently,natural gas,public,No Vehicle,never,135,rarely,7.408530566894626,small,4,8,21,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1009
underweight,female,omnivore,daily,natural gas,private,diesel,often,96,very frequently,8.725832056527565,small,2,6,5,19,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2895
overweight,male,omnivore,more frequently,electricity,private,diesel,sometimes,162,never,8.730589391275567,extra large,1,21,32,21,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4294
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,233,frequently,8.309184527686298,extra large,7,13,46,7,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3429
underweight,female,omnivore,daily,natural gas,walk/bicycle,No Vehicle,sometimes,262,rarely,4.23410650459726,medium,7,11,13,9,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1334
overweight,male,pescatarian,less frequently,wood,walk/bicycle,No Vehicle,never,176,very frequently,1.791759469228055,large,7,13,34,16,No,['Glass'],"['Grill', 'Airfryer']",3697
normal,female,pescatarian,twice a day,natural gas,public,No Vehicle,often,176,rarely,6.555356891810665,small,4,7,31,18,Sometimes,['Metal'],"['Oven', 'Microwave']",1494
underweight,male,vegan,less frequently,coal,walk/bicycle,No Vehicle,sometimes,147,very frequently,1.0986122886681096,extra large,4,1,14,17,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2779
overweight,female,omnivore,less frequently,coal,walk/bicycle,No Vehicle,often,83,rarely,3.7612001156935624,small,1,7,0,1,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",993
normal,female,omnivore,less frequently,coal,public,No Vehicle,never,205,never,5.616771097666572,extra large,5,20,32,0,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1944
normal,female,omnivore,less frequently,coal,public,No Vehicle,often,125,frequently,6.3818160174060985,small,3,1,3,1,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1474
overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,145,frequently,4.442651256490317,small,1,1,5,22,Yes,[],"['Oven', 'Microwave']",1880
normal,female,pescatarian,less frequently,coal,private,diesel,often,236,frequently,8.730589391275567,large,3,15,8,17,Yes,[],"['Grill', 'Airfryer']",3535
underweight,female,omnivore,daily,wood,walk/bicycle,No Vehicle,often,101,rarely,3.970291913552122,medium,7,17,45,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1644
obese,female,vegetarian,more frequently,natural gas,private,lpg,never,77,frequently,4.804021044733257,extra large,2,2,0,3,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1268
obese,male,omnivore,less frequently,natural gas,walk/bicycle,No Vehicle,never,241,rarely,3.4339872044851463,small,7,19,14,19,Sometimes,"['Paper', 'Metal']",[],1529
obese,male,vegan,twice a day,electricity,public,No Vehicle,never,124,rarely,7.198183577101943,extra large,4,10,34,20,Yes,['Glass'],['Stove'],2076
obese,male,omnivore,less frequently,electricity,walk/bicycle,No Vehicle,often,82,never,4.499809670330265,large,4,5,49,10,Sometimes,['Glass'],[],1850
normal,male,pescatarian,less frequently,natural gas,public,No Vehicle,never,262,never,7.253470382684528,small,6,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1000
obese,male,vegetarian,twice a day,electricity,walk/bicycle,No Vehicle,never,254,never,1.6094379124341003,small,3,6,34,13,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1485
overweight,female,pescatarian,more frequently,coal,public,No Vehicle,sometimes,76,rarely,7.562681246721884,medium,1,14,19,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1139
underweight,female,pescatarian,daily,natural gas,walk/bicycle,No Vehicle,never,207,never,4.174387269895637,large,2,8,13,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",682
overweight,male,vegan,daily,natural gas,private,electric,often,234,never,8.730589391275567,large,1,8,10,11,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",926
normal,female,pescatarian,daily,coal,walk/bicycle,No Vehicle,sometimes,93,rarely,4.418840607796598,small,1,17,8,23,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1037
normal,female,vegan,less frequently,electricity,walk/bicycle,No Vehicle,often,76,very frequently,3.4657359027997265,small,4,1,0,0,No,"['Paper', 'Glass']",['Stove'],1467
normal,male,omnivore,more frequently,natural gas,private,electric,never,67,rarely,8.562357743370612,medium,3,5,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",914
underweight,female,omnivore,twice a day,electricity,public,No Vehicle,never,101,frequently,6.111467339502679,extra large,4,22,35,20,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1741
underweight,male,vegetarian,more frequently,coal,public,No Vehicle,sometimes,73,very frequently,6.091309882077698,small,2,19,46,13,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2742
obese,female,vegetarian,twice a day,wood,private,lpg,never,280,rarely,8.725994381014571,large,2,1,8,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2988
overweight,female,vegan,twice a day,coal,walk/bicycle,No Vehicle,often,85,frequently,3.58351893845611,medium,4,20,34,4,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2160
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,No Vehicle,sometimes,256,frequently,4.060443010546419,large,6,5,44,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3098
normal,male,vegetarian,daily,wood,walk/bicycle,No Vehicle,sometimes,193,very frequently,2.0794415416798357,extra large,3,10,43,7,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2764
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,145,frequently,8.607033895416027,medium,4,16,5,5,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2335
underweight,female,pescatarian,twice a day,wood,walk/bicycle,No Vehicle,sometimes,282,frequently,1.9459101490553132,medium,3,12,23,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1462
obese,male,omnivore,daily,coal,public,No Vehicle,sometimes,133,frequently,3.091042453358316,small,3,5,31,11,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],2356
underweight,male,vegetarian,daily,coal,public,No Vehicle,sometimes,232,rarely,7.028201432058005,medium,1,19,45,16,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1731
normal,female,omnivore,daily,coal,walk/bicycle,No Vehicle,never,129,never,2.0794415416798357,medium,2,22,25,18,No,"['Paper', 'Glass']",[],1162
normal,female,vegetarian,more frequently,coal,private,electric,often,140,frequently,8.704336438489406,extra large,3,11,12,19,No,['Metal'],[],1884
underweight,male,vegan,daily,wood,private,lpg,sometimes,155,rarely,7.4205789054108005,small,3,1,18,15,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",1505
obese,male,pescatarian,less frequently,wood,public,No Vehicle,often,171,never,7.587310506022615,small,6,11,0,4,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1252
normal,female,omnivore,less frequently,electricity,public,No Vehicle,sometimes,274,never,6.529418838262226,medium,6,9,22,10,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1360
overweight,male,omnivore,twice a day,coal,walk/bicycle,No Vehicle,sometimes,264,very frequently,2.639057329615259,large,4,15,42,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",3824
normal,male,vegan,daily,coal,private,lpg,often,98,very frequently,8.730589391275567,small,7,14,18,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",4580
normal,female,vegan,twice a day,coal,private,lpg,often,252,never,7.841885928984623,extra large,7,24,50,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2833
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,No Vehicle,sometimes,256,rarely,3.8501476017100584,extra large,1,17,35,14,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1131
normal,male,pescatarian,twice a day,electricity,public,No Vehicle,often,209,very frequently,4.143134726391533,small,1,24,18,9,No,[],['Oven'],2382
normal,male,vegan,less frequently,wood,private,electric,often,269,frequently,8.400209835930418,extra large,4,12,43,7,Sometimes,['Plastic'],['Microwave'],2649
normal,male,pescatarian,more frequently,wood,private,diesel,often,113,rarely,8.36730010184162,small,7,17,23,17,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2706
overweight,male,vegan,daily,electricity,private,lpg,sometimes,270,very frequently,8.063692634269517,medium,5,24,16,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3045
underweight,male,pescatarian,more frequently,wood,private,diesel,never,72,rarely,8.730589391275567,small,2,0,50,1,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",3134
obese,male,vegan,less frequently,wood,walk/bicycle,No Vehicle,sometimes,101,very frequently,4.143134726391533,extra large,7,2,19,11,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3619
underweight,male,omnivore,less frequently,wood,private,petrol,sometimes,196,very frequently,8.730589391275567,small,6,21,45,20,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],5013
overweight,female,vegan,twice a day,coal,walk/bicycle,No Vehicle,never,277,very frequently,4.543294782270004,medium,3,17,17,24,Yes,"['Paper', 'Glass']",[],2443
normal,female,omnivore,twice a day,wood,walk/bicycle,No Vehicle,never,91,never,4.465908118654584,small,3,2,8,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",488
overweight,male,pescatarian,twice a day,wood,public,No Vehicle,never,97,rarely,5.8805329864007,extra large,7,4,39,23,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",2409
overweight,male,vegan,less frequently,wood,private,petrol,often,244,very frequently,8.730589391275567,large,7,10,46,1,Sometimes,"['Plastic', 'Metal']",['Stove'],7159
overweight,male,vegetarian,daily,natural gas,public,No Vehicle,never,108,very frequently,7.469654172932128,medium,5,13,16,2,Yes,['Paper'],"['Stove', 'Oven']",2670
overweight,female,omnivore,daily,wood,walk/bicycle,No Vehicle,never,106,very frequently,3.828641396489095,large,1,19,44,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2321
underweight,male,vegan,twice a day,coal,public,No Vehicle,never,103,rarely,5.680172609017068,small,5,14,25,11,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1574
overweight,female,vegetarian,less frequently,coal,public,No Vehicle,sometimes,220,very frequently,7.461640392208575,medium,6,20,0,20,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2471
obese,male,omnivore,less frequently,electricity,walk/bicycle,No Vehicle,never,287,frequently,1.0986122886681096,small,6,14,27,23,No,['Paper'],"['Stove', 'Microwave']",2541
overweight,female,omnivore,daily,wood,walk/bicycle,No Vehicle,sometimes,123,very frequently,3.6635616461296463,medium,3,0,21,19,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2298
overweight,male,pescatarian,less frequently,electricity,public,No Vehicle,never,259,rarely,6.878326468291325,large,1,18,31,15,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1445
overweight,male,vegan,twice a day,natural gas,private,lpg,sometimes,172,never,8.730589391275567,extra large,7,12,2,16,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],4240
underweight,male,pescatarian,twice a day,coal,public,No Vehicle,never,227,very frequently,6.455198563340122,small,3,4,42,11,Yes,"['Paper', 'Metal']",['Stove'],2650
normal,female,omnivore,twice a day,coal,private,electric,sometimes,161,never,7.977625098784593,medium,1,3,13,23,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1033
underweight,male,pescatarian,more frequently,electricity,walk/bicycle,No Vehicle,never,146,rarely,4.532599493153256,small,3,21,26,15,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",990
normal,female,vegan,twice a day,electricity,walk/bicycle,No Vehicle,often,151,never,4.219507705176107,large,6,13,6,7,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",937
overweight,female,pescatarian,daily,electricity,private,diesel,sometimes,244,frequently,8.730589391275567,medium,5,3,23,23,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3483
obese,female,pescatarian,twice a day,natural gas,private,petrol,never,193,very frequently,8.730589391275567,large,3,5,31,17,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",6515
normal,male,omnivore,less frequently,wood,public,No Vehicle,sometimes,255,very frequently,6.964135612418245,small,7,8,27,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2929
normal,male,pescatarian,daily,wood,private,lpg,often,125,rarely,8.100464891029363,large,1,11,34,11,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2377
underweight,female,omnivore,more frequently,coal,walk/bicycle,No Vehicle,sometimes,52,frequently,4.584967478670572,small,1,7,9,10,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1252
normal,female,omnivore,twice a day,wood,private,electric,never,252,rarely,8.730589391275567,extra large,6,9,8,23,No,[],"['Grill', 'Airfryer']",1874
underweight,female,vegan,less frequently,natural gas,private,diesel,sometimes,69,rarely,8.041091003708633,small,6,8,38,2,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1579
overweight,male,omnivore,more frequently,natural gas,walk/bicycle,No Vehicle,sometimes,139,never,1.9459101490553132,extra large,1,23,2,11,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",974
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,No Vehicle,often,242,very frequently,3.5553480614894135,small,2,15,42,8,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",2607
underweight,male,pescatarian,twice a day,natural gas,public,No Vehicle,often,224,frequently,7.192182058713246,large,2,24,28,22,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2054
normal,male,omnivore,less frequently,coal,public,No Vehicle,often,242,never,6.659293919683638,small,7,7,16,12,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1662
overweight,female,vegan,daily,natural gas,public,No Vehicle,never,193,rarely,6.81783057145415,extra large,4,5,29,1,Yes,['Paper'],['Microwave'],1463
overweight,female,pescatarian,more frequently,wood,private,electric,never,79,rarely,8.60611940061064,small,1,19,45,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1143
